source,content,date,hashtags,num_comments,num_shares,likes,share_count
Instagram,From one to another 👀,2025-07-11,,40.0,,13406.0,
Instagram,"Sorry, what period are we in right now, Matěj? 🤣

Headphone challenge 🎧 PSV Play",2025-07-18,,31.0,,5835.0,
Instagram,"❤️🤍 Bedankt voor de gastvrijheid vandaag, @psv!

🤝 Veel succes met het komende seizoen!

#PSVAthletic #AthleticClub 🦁",2025-07-26,"[""#PSVAthletic"",""#AthleticClub""]",132.0,,13358.0,
Instagram,Watching you play was a privilege ♥️,2025-07-12,,75.0,,9998.0,
TikTok,This duo >>>  #PSV #Xavi #Sávio #PremierLeague ,2025-09-05,"[""psv"",""xavi"",""sávio"",""premierleague""]",68.0,,16600.0,175
TikTok,Throwback to @Shuryjano ‘s bodycam during OIC2025 🎥 #PSV #Bodycam #Skills #Talent #RedBull,2025-09-07,"[""psv"",""bodycam"",""skills"",""talent"",""redbull""]",24.0,,18500.0,238
TikTok,Last night was a good night for Ismael 🥵 #PSV #Maroc #Saibari #WorldCup ,2025-09-06,"[""psv"",""maroc"",""saibari"",""worldcup""]",20.0,,5648.0,63
TikTok,"A busy transfer window, with lots of new players 🥵🤝 #PSV #transfer #window #welcome #letsgo ",2025-09-06,"[""psv"",""transfer"",""window"",""welcome"",""letsgo""]",11.0,,2037.0,7
TikTok,"Hmm, is this a good score? 👀 #PSV #filter #challenge #puma ",2025-09-01,"[""psv"",""filter"",""challenge"",""puma""]",33.0,,2550.0,8
TikTok,"From PSV Academy to all-time top scorer of the Dutch national team, congrats Memphis! ❤️🇳🇱 #PSV #MemphisDepay #Netherlands #Football ",2025-09-07,"[""psv"",""memphisdepay"",""netherlands"",""football""]",14.0,,1538.0,6
TikTok,To record-breaking international 🦁 #PSV #MemphisDepay #Netherlands #Corinthians #Brasil ,2025-09-07,"[""psv"",""memphisdepay"",""netherlands"",""corinthians"",""brasil""]",14.0,,3984.0,57
TikTok,✅✅✅✅✅ #PSV #filter #challenge #check #easy,2025-09-02,"[""psv"",""filter"",""challenge"",""check"",""easy""]",22.0,,1903.0,3
TikTok,Friendly win vs. STVV 🇧🇪  #PSV #Pepi #Driouech #goals ,2025-09-03,"[""psv"",""pepi"",""driouech"",""goals""]",36.0,,5109.0,54
YouTube,Meer video's bekijken? Check www.psv.nl/play! 💻,2025-09-04,,30.0,,132.0,
YouTube,"Stap binnen achter de schermen op de eerste dag van Myron Boadu en Anass Salah-Eddine bij PSV.

Meer video's bekijken? Check www.psv.nl/play! 💻",2025-09-02,,14.0,,239.0,
YouTube,"Een nieuw seizoen. Nieuwe verhalen. Nog dichter bij de spelers. Nog dichter bij de club. Exclusief in onze gloednieuwe maandelijkse serie ‘Hier in het Zuiden’. Vanaf donderdag te zien op PSV Play.

Check www.psv.nl/play! 💻",2025-09-08,,11.0,,129.0,
YouTube,"The 10 best goals of August! 

Meer video's bekijken? Check www.psv.nl/play! 💻",2025-09-05,,3.0,,48.0,
